0:0:15.18181,11,0.10554
0:0:15.18974,12,-3.74914
0:0:15.19768,0,-74.86267
0:0:15.22979,10,0.03282
0:0:15.23785,11,0.10719
0:0:15.24579,12,-3.74914
0:0:15.25372,0,-74.86267
0:0:15.28584,10,0.03265
0:0:15.29377,11,0.1056
0:0:15.30183,12,-3.74914
0:0:15.30977,0,-70.32166
0:0:15.34176,10,0.03258
0:0:15.34982,11,0.10633
0:0:15.35788,12,-3.74914
0:0:15.39780,10,0.03272
0:0:15.40537,11,0.10683
0:0:15.41380,12,-3.74914
0:0:15.42173,0,-73.83728
0:0:15.45385,10,0.0319
0:0:15.46178,11,0.10693
0:0:15.46984,12,-0.05951
0:0:15.47778,0,74.99084
0:0:15.50989,10,0.03195
0:0:15.51783,11,0.10565
0:0:15.52589,12,-3.74914
0:0:15.56581,10,0.03204
0:0:15.57387,11,0.1065
0:0:15.58181,12,-3.74914
0:0:15.58974,0,-73.83728
0:0:15.62186,10,0.03241
0:0:15.62991,11,0.10611
0:0:15.63785,12,-3.52941
0:0:15.64579,0,-73.83728
0:0:15.67790,10,0.03315
0:0:15.68584,11,0.10584
0:0:15.69390,12,-0.01373
0:0:15.70183,0,-72.66541
0:0:15.73394,10,0.03201
0:0:15.74188,11,0.10687
0:0:15.74994,12,-3.73541
0:0:15.75788,0,-65.63416
0:0:15.78987,10,0.03396
0:0:15.79792,11,0.10587
0:0:15.80586,12,-0.05951
0:0:15.84591,10,0.03237
0:0:15.85397,11,0.10683
0:0:15.86191,12,0
0:0:15.86984,0,-74.87183
0:0:15.90195,10,0.03178
0:0:15.90989,11,0.10569
0:0:15.91795,12,-3.74914
0:0:15.95788,10,0.03262
0:0:15.96593,11,0.10665
0:0:15.97387,12,-3.74914
0:0:15.98193,0,-74.86267
0:0:16.01368,10,0.03181
0:0:16.02173,11,0.10631
0:0:16.02967,12,-0.01373
0:0:16.03761,0,-73.83728
0:0:16.06972,10,0.03206
0:0:16.07766,11,0.10653
0:0:16.08571,12,-3.74914
0:0:16.09365,0,-70.32166
0:0:16.12576,10,0.03127
0:0:16.13370,11,0.10633
0:0:16.14176,12,-3.74914
0:0:16.14969,0,-73.83728
0:0:16.18168,10,0.03115
0:0:16.18974,11,0.10667
0:0:16.19768,12,-2.35752
0:0:16.20574,0,18.74084
0:0:16.23773,10,0.03233
0:0:16.24579,11,0.10563
0:0:16.25372,12,-3.66674
0:0:16.29377,10,0.03259
0:0:16.30171,11,0.10663
0:0:16.30977,12,-0.15564
0:0:16.34982,10,0.03178
0:0:16.35775,11,0.10678
0:0:16.36532,12,-2.35752
0:0:16.37363,0,74.99084
0:0:16.40574,10,0.03261
0:0:16.41380,11,0.1054
0:0:16.42173,12,-3.73999
0:0:16.46178,10,0.03157
0:0:16.46984,11,0.10565
0:0:16.47778,12,-0.06867
0:0:16.51783,10,0.03203
